state_code,district_code,india/states,division,group,class,nic_name,main_workers_total_persons,main_workers_total_males,main_workers_total_females,main_workers_rural_persons,main_workers_rural_males,main_workers_rural_females,main_workers_urban_persons,main_workers_urban_males,main_workers_urban_females,marginal_workers_total_persons,marginal_workers_total_males,marginal_workers_total_females,marginal_workers_rural_persons,marginal_workers_rural_males,marginal_workers_rural_females,marginal_workers_urban_persons,marginal_workers_urban_males,marginal_workers_urban_females
24,000,STATE - GUJARAT,13,139,1391,Manufacture of knitted and crocheted fabrics,77,56,21,42,24,18,35,32,3,24,0,24,24,0,24,0,0,0
24,000,STATE - GUJARAT,13,139,1392,"Manufacture of made-up textile articles, except apparel",104,75,29,46,46,0,58,29,29,27,11,16,12,2,10,15,9,6
24,000,STATE - GUJARAT,13,139,1393,Manufacture of carpets and rugs,203,155,48,116,96,20,87,59,28,18,12,6,12,6,6,6,6,0
24,000,STATE - GUJARAT,13,139,1394,"Manufacture of cordage, rope, twine and netting",742,590,152,375,294,81,367,296,71,112,50,62,86,44,42,26,6,20
24,000,STATE - GUJARAT,13,139,1399,Manufacture of other textiles n.e.c.,4700,3593,1107,632,356,276,4068,3237,831,720,143,577,242,30,212,478,113,365
24,000,STATE - GUJARAT,14,141,1410,"Manufacture of wearing apparel, except fur apparel",12543,8988,3555,2965,2247,718,9578,6741,2837,1742,513,1229,620,192,428,1122,321,801
24,000,STATE - GUJARAT,14,142,1420,Manufacture of articles of fur,90,83,7,18,18,0,72,65,7,14,6,8,6,6,0,8,0,8
24,000,STATE - GUJARAT,14,143,1430,Manufacture of knitted and crocheted apparel,285,238,47,62,54,8,223,184,39,2,0,2,0,0,0,2,0,2
24,000,STATE - GUJARAT,15,151,1511,Tanning and dressing of leather; dressing and dyeing of fur,473,432,41,307,286,21,166,146,20,145,103,42,132,90,42,13,13,0
24,000,STATE - GUJARAT,15,151,1512,"Manufacture of luggage, handbags and the like, saddlery and harness",216,204,12,82,76,6,134,128,6,21,7,14,18,7,11,3,0,3
24,000,STATE - GUJARAT,15,152,1520,Manufacture of footwear,1889,1792,97,620,585,35,1269,1207,62,110,80,30,29,27,2,81,53,28
24,000,STATE - GUJARAT,16,161,1610,Saw milling and planing of wood,539,498,41,194,192,2,345,306,39,48,42,6,6,0,6,42,42,0
24,000,STATE - GUJARAT,16,162,1621,"Manufacture of veneer sheets; manufacture of plywood, laminboard,",122,102,20,44,34,10,78,68,10,18,18,0,0,0,0,18,18,0
24,000,STATE - GUJARAT,16,162,1622,Manufacture of builders carpentry and joinery,1756,1712,44,653,628,25,1103,1084,19,120,108,12,42,35,7,78,73,5
24,000,STATE - GUJARAT,16,162,1623,Manufacture of wooden containers,3193,2171,1022,2842,1969,873,351,202,149,1665,462,1203,1568,439,1129,97,23,74
24,000,STATE - GUJARAT,16,162,1629,"Manufacture of other products of wood; manufacture of articles of cork,",3673,2724,949,2458,1807,651,1215,917,298,1732,596,1136,1607,541,1066,125,55,70
24,000,STATE - GUJARAT,17,170,1701,"Manufacture of pulp, paper and paperboard",258,224,34,135,115,20,123,109,14,33,30,3,24,24,0,9,6,3
24,000,STATE - GUJARAT,17,170,1702,Manufacture of corrugated paper and paperboard and containers of,439,350,89,96,80,16,343,270,73,33,27,6,14,14,0,19,13,6
24,000,STATE - GUJARAT,17,170,1709,Manufacture of other articles of paper and paperboard,916,760,156,382,336,46,534,424,110,79,57,22,30,24,6,49,33,16
24,000,STATE - GUJARAT,18,181,1811,Printing,672,640,32,68,68,0,604,572,32,30,25,5,6,6,0,24,19,5
24,000,STATE - GUJARAT,18,181,1812,Service activities related to printing,2137,2011,126,160,160,0,1977,1851,126,94,94,0,17,17,0,77,77,0
24,000,STATE - GUJARAT,19,191,1910,Manufacture of coke oven products,34,34,0,31,31,0,3,3,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,19,192,1920,Manufacture of refined petroleum products,1634,1545,89,458,432,26,1176,1113,63,93,85,8,26,26,0,67,59,8
24,000,STATE - GUJARAT,20,201,2011,Manufacture of basic chemicals,3756,3568,188,904,873,31,2852,2695,157,176,166,10,70,70,0,106,96,10
24,000,STATE - GUJARAT,20,201,2012,Manufacture of fertilizers and nitrogen compounds,923,887,36,155,147,8,768,740,28,30,22,8,14,6,8,16,16,0
24,000,STATE - GUJARAT,20,201,2013,Manufacture of plastics and synthetic rubber in primary forms,124,111,13,22,22,0,102,89,13,14,14,0,12,12,0,2,2,0
24,000,STATE - GUJARAT,20,202,2021,Manufacture of pesticides and other agrochemical products,185,180,5,39,39,0,146,141,5,13,13,0,7,7,0,6,6,0
24,000,STATE - GUJARAT,20,202,2022,"Manufacture of paints, varnishes and similar coatings, printing ink and",713,675,38,183,173,10,530,502,28,37,35,2,20,20,0,17,15,2
24,000,STATE - GUJARAT,20,202,2023,"Manufacture of soap and detergents, cleaning and polishing preparations,",2802,1914,888,763,571,192,2039,1343,696,309,93,216,38,30,8,271,63,208
24,000,STATE - GUJARAT,20,202,2029,Manufacture of other chemical products n.e.c.,841,778,63,233,225,8,608,553,55,17,17,0,0,0,0,17,17,0
24,000,STATE - GUJARAT,20,203,2030,Manufacture of man-made fibres,35,29,6,6,6,0,29,23,6,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,21,210,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical",4302,3775,527,1695,1497,198,2607,2278,329,394,291,103,159,117,42,235,174,61
24,000,STATE - GUJARAT,22,221,2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of,442,420,22,122,114,8,320,306,14,27,25,2,6,4,2,21,21,0
24,000,STATE - GUJARAT,22,221,2219,Manufacture of other rubber products,402,358,44,112,102,10,290,256,34,43,29,14,26,18,8,17,11,6
24,000,STATE - GUJARAT,22,222,2220,Manufacture of plastics products,7253,5695,1558,1451,1178,273,5802,4517,1285,456,277,179,103,50,53,353,227,126
24,000,STATE - GUJARAT,23,231,2310,Manufacture of glass and glass products,1274,1148,126,468,427,41,806,721,85,91,65,26,61,49,12,30,16,14
24,000,STATE - GUJARAT,23,239,2391,Manufacture of refractory products,2111,1910,201,974,886,88,1137,1024,113,114,82,32,66,54,12,48,28,20
24,000,STATE - GUJARAT,23,239,2392,Manufacture of clay building materials,5358,3913,1445,3241,2307,934,2117,1606,511,782,328,454,596,231,365,186,97,89
24,000,STATE - GUJARAT,23,239,2393,Manufacture of other porcelain and ceramic products,3749,3093,656,1231,1064,167,2518,2029,489,207,134,73,81,50,31,126,84,42
24,000,STATE - GUJARAT,23,239,2394,"Manufacture of cement, lime and plaster",1505,1447,58,671,656,15,834,791,43,84,59,25,6,6,0,78,53,25
24,000,STATE - GUJARAT,23,239,2395,"Manufacture of articles of concrete, cement and plaster",870,801,69,442,405,37,428,396,32,70,55,15,54,42,12,16,13,3
24,000,STATE - GUJARAT,23,239,2396,"Cutting, shaping and finishing of stone",313,307,6,145,139,6,168,168,0,20,17,3,12,12,0,8,5,3
24,000,STATE - GUJARAT,23,239,2399,Manufacture of other non-metallic mineral products n.e.c.,60,54,6,26,26,0,34,28,6,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,24,241,2410,Manufacture of basic iron and steel,4559,4159,400,964,918,46,3595,3241,354,264,224,40,118,104,14,146,120,26
24,000,STATE - GUJARAT,24,242,2420,Manufacture of basic precious and other non-ferrous metals,963,841,122,344,314,30,619,527,92,58,37,21,30,24,6,28,13,15
24,000,STATE - GUJARAT,24,243,2431,Casting of iron and steel,1647,1543,104,538,500,38,1109,1043,66,34,31,3,19,19,0,15,12,3
24,000,STATE - GUJARAT,24,243,2432,Casting of non-ferrous metals,133,120,13,14,14,0,119,106,13,3,3,0,0,0,0,3,3,0
24,000,STATE - GUJARAT,25,251,2511,Manufacture of structural metal products,1957,1910,47,514,502,12,1443,1408,35,72,69,3,23,23,0,49,46,3
24,000,STATE - GUJARAT,25,251,2512,"Manufacture of tanks, reservoirs and containers of metal",363,329,34,91,85,6,272,244,28,43,33,10,24,18,6,19,15,4
24,000,STATE - GUJARAT,25,251,2513,"Manufacture of steam generators, except central heating hot water",66,66,0,18,18,0,48,48,0,3,3,0,0,0,0,3,3,0
24,000,STATE - GUJARAT,25,252,2520,Manufacture of weapons and ammunition,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,25,259,2591,"Forging, pressing, stamping and roll-forming of metal; powder",124,118,6,48,42,6,76,76,0,6,6,0,6,6,0,0,0,0
24,000,STATE - GUJARAT,25,259,2592,Machining; treatment and coating of metals,399,368,31,42,42,0,357,326,31,25,17,8,20,14,6,5,3,2
24,000,STATE - GUJARAT,25,259,2593,"Manufacture of cutlery, hand tools and general hardware",703,645,58,183,170,13,520,475,45,56,38,18,13,13,0,43,25,18
24,000,STATE - GUJARAT,25,259,2599,Manufacture of other fabricated metal products n.e.c.,4364,3818,546,725,663,62,3639,3155,484,362,241,121,64,46,18,298,195,103
24,000,STATE - GUJARAT,26,261,2610,Manufacture of electronic components,396,361,35,134,124,10,262,237,25,60,57,3,12,12,0,48,45,3
24,000,STATE - GUJARAT,26,262,2620,Manufacture of computers and peripheral equipment,110,100,10,6,6,0,104,94,10,6,6,0,0,0,0,6,6,0
24,000,STATE - GUJARAT,26,263,2630,Manufacture of communication equipment,84,75,9,24,18,6,60,57,3,2,2,0,2,2,0,0,0,0
24,000,STATE - GUJARAT,26,264,2640,Manufacture of consumer electronics,107,107,0,30,30,0,77,77,0,8,6,2,0,0,0,8,6,2
24,000,STATE - GUJARAT,26,265,2651,"Manufacture of measuring, testing, navigating and control equipment",47,47,0,8,8,0,39,39,0,8,8,0,6,6,0,2,2,0
24,000,STATE - GUJARAT,26,265,2652,Manufacture of watches and clocks,748,268,480,341,79,262,407,189,218,53,12,41,14,0,14,39,12,27
24,000,STATE - GUJARAT,26,266,2660,"Manufacture of irradiation, electromedical and electrotherapeutic",5,5,0,0,0,0,5,5,0,2,2,0,0,0,0,2,2,0
24,000,STATE - GUJARAT,26,267,2670,Manufacture of optical instruments and equipment,51,37,14,6,6,0,45,31,14,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,26,268,2680,Manufacture of magnetic and optical media,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,27,271,2710,"Manufacture of electric motors, generators, transformers and electricity",582,523,59,164,150,14,418,373,45,46,34,12,24,18,6,22,16,6
24,000,STATE - GUJARAT,27,272,2720,Manufacture of batteries and accumulators,50,47,3,22,22,0,28,25,3,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,27,273,2731,Manufacture of fibre optic cables for data transmission or live,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,27,273,2732,Manufacture of other electronic and electric wires and cables,226,198,28,95,88,7,131,110,21,21,21,0,13,13,0,8,8,0
24,000,STATE - GUJARAT,27,273,2733,Manufacture of wiring devices,91,68,23,38,18,20,53,50,3,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,27,274,2740,Manufacture of electric lighting equipment,565,498,67,278,234,44,287,264,23,32,20,12,26,14,12,6,6,0
24,000,STATE - GUJARAT,27,275,2750,Manufacture of domestic appliances,474,449,25,198,192,6,276,257,19,21,12,9,18,12,6,3,0,3
24,000,STATE - GUJARAT,27,279,2790,Manufacture of other electrical equipment,551,522,29,191,176,15,360,346,14,36,27,9,9,9,0,27,18,9
24,000,STATE - GUJARAT,28,281,2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle",152,144,8,20,20,0,132,124,8,15,15,0,12,12,0,3,3,0
24,000,STATE - GUJARAT,28,281,2812,Manufacture of fluid power equipment,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,28,281,2813,"Manufacture of other pumps, compressors, taps and valves",701,671,30,86,86,0,615,585,30,38,36,2,18,18,0,20,18,2
24,000,STATE - GUJARAT,28,281,2814,"Manufacture of bearings, gears, gearing and driving elements",1175,1147,28,373,367,6,802,780,22,46,29,17,6,0,6,40,29,11
24,000,STATE - GUJARAT,28,281,2815,"Manufacture of ovens, furnaces and furnace burners",20,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,28,281,2816,Manufacture of lifting and handling equipment,139,133,6,15,15,0,124,118,6,2,2,0,0,0,0,2,2,0
24,000,STATE - GUJARAT,28,281,2817,Manufacture of office machinery and equipment,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,28,281,2818,Manufacture of power-driven hand tools,35,35,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,28,281,2819,Manufacture of other general-purpose machinery,727,701,26,167,167,0,560,534,26,12,10,2,1,1,0,11,9,2
24,000,STATE - GUJARAT,28,282,2821,Manufacture of agricultural and forestry machinery,42,39,3,24,24,0,18,15,3,3,3,0,0,0,0,3,3,0
24,000,STATE - GUJARAT,28,282,2822,Manufacture of metal-forming machinery and machine tools,5526,5333,193,692,662,30,4834,4671,163,188,177,11,57,57,0,131,120,11
24,000,STATE - GUJARAT,28,282,2823,Manufacture of machinery for metallurgy,348,345,3,100,100,0,248,245,3,33,28,5,14,14,0,19,14,5
24,000,STATE - GUJARAT,28,282,2824,"Manufacture of machinery for mining, quarrying and construction",56,56,0,12,12,0,44,44,0,2,2,0,0,0,0,2,2,0
24,000,STATE - GUJARAT,28,282,2825,"Manufacture of machinery for food, beverage and tobacco processing",58,58,0,3,3,0,55,55,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,28,282,2826,"Manufacture of machinery for textile, apparel and leather production",137,123,14,17,17,0,120,106,14,14,4,10,8,0,8,6,4,2
24,000,STATE - GUJARAT,28,282,2829,Manufacture of other special-purpose machinery,268,262,6,50,50,0,218,212,6,12,12,0,6,6,0,6,6,0
24,000,STATE - GUJARAT,29,291,2910,Manufacture of motor vehicles,506,495,11,317,317,0,189,178,11,41,27,14,28,14,14,13,13,0
24,000,STATE - GUJARAT,29,292,2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,148,142,6,58,58,0,90,84,6,7,7,0,7,7,0,0,0,0
24,000,STATE - GUJARAT,29,293,2930,Manufacture of parts and accessories for motor vehicles,248,227,21,160,147,13,88,80,8,4,4,0,1,1,0,3,3,0
24,000,STATE - GUJARAT,30,301,3011,Building of ships and floating structures,146,140,6,68,62,6,78,78,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,30,302,3020,Manufacture of railway locomotives and rolling stock,196,186,10,16,14,2,180,172,8,9,9,0,0,0,0,9,9,0
24,000,STATE - GUJARAT,30,309,3091,Manufacture of motorcycles,138,126,12,57,57,0,81,69,12,3,3,0,0,0,0,3,3,0
24,000,STATE - GUJARAT,30,309,3092,Manufacture of bicycles and invalid carriages,29,29,0,6,6,0,23,23,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,30,309,3099,Manufacture of other transport equipment n.e.c.,223,223,0,65,65,0,158,158,0,27,27,0,6,6,0,21,21,0
24,000,STATE - GUJARAT,31,310,3100,Manufacture of furniture,1396,1305,91,289,274,15,1107,1031,76,178,140,38,87,67,20,91,73,18
24,000,STATE - GUJARAT,32,321,3211,Manufacture of jewellery and related articles,21090,19693,1397,9949,9481,468,11141,10212,929,1368,1123,245,890,730,160,478,393,85
24,000,STATE - GUJARAT,32,321,3212,Manufacture of imitation jewellery and related articles,464,299,165,48,46,2,416,253,163,29,14,15,6,0,6,23,14,9
24,000,STATE - GUJARAT,32,322,3220,Manufacture of musical instruments,9,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,32,323,3230,Manufacture of sports goods,59,55,4,32,30,2,27,25,2,33,11,22,30,8,22,3,3,0
24,000,STATE - GUJARAT,32,324,3240,Manufacture of games and toys,100,65,35,6,6,0,94,59,35,3,0,3,0,0,0,3,0,3
24,000,STATE - GUJARAT,32,325,3250,Manufacture of medical and dental instruments and supplies,168,138,30,18,18,0,150,120,30,16,8,8,0,0,0,16,8,8
24,000,STATE - GUJARAT,32,329,3290,Other manufacturing n.e.c.,36875,33351,3524,9544,8636,908,27331,24715,2616,2898,2324,574,1017,821,196,1881,1503,378
24,000,STATE - GUJARAT,33,331,3311,Repair of fabricated metal products,52,49,3,19,19,0,33,30,3,6,6,0,0,0,0,6,6,0
24,000,STATE - GUJARAT,33,331,3312,Repair of machinery,401,386,15,38,38,0,363,348,15,30,30,0,6,6,0,24,24,0
24,000,STATE - GUJARAT,33,331,3313,Repair of electronic and optical equipment,28,25,3,6,6,0,22,19,3,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,33,331,3314,Repair of electrical equipment,575,557,18,196,190,6,379,367,12,40,40,0,4,4,0,36,36,0
24,000,STATE - GUJARAT,33,331,3315,"Repair of transport equipment, except motor vehicles",360,353,7,49,49,0,311,304,7,3,3,0,0,0,0,3,3,0
24,000,STATE - GUJARAT,33,331,3319,Repair of other equipment,27,27,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,33,332,3320,Installation of industrial machinery and equipment,48,48,0,7,7,0,41,41,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,35,351,3510,"Electric power generation, transmission and distribution",6706,6413,293,2052,1976,76,4654,4437,217,247,224,23,67,55,12,180,169,11
24,000,STATE - GUJARAT,35,352,3520,Manufacture of gas; distribution of gaseous fuels through mains,271,262,9,36,36,0,235,226,9,7,5,2,0,0,0,7,5,2
24,000,STATE - GUJARAT,35,353,3530,Steam and air conditioning supply,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0
24,000,STATE - GUJARAT,36,360,3600,"Water collection, treatment and supply",2353,2265,88,766,748,18,1587,1517,70,75,73,2,18,18,0,57,55,2
24,000,STATE - GUJARAT,37,370,3700,Sewerage,1863,1692,171,261,197,64,1602,1495,107,168,157,11,31,25,6,137,132,5
24,000,STATE - GUJARAT,38,381,3811,Collection of non-hazardous waste,47132,30650,16482,6044,4229,1815,41088,26421,14667,4635,2277,2358,1292,592,700,3343,1685,1658
24,000,STATE - GUJARAT,38,381,3812,Collection of hazardous waste,729,502,227,71,55,16,658,447,211,49,17,32,12,0,12,37,17,20
24,000,STATE - GUJARAT,38,382,3821,Treatment and disposal of non-hazardous waste,140,96,44,46,36,10,94,60,34,12,9,3,0,0,0,12,9,3
24,000,STATE - GUJARAT,38,382,3822,Treatment and disposal of hazardous waste,541,497,44,378,346,32,163,151,12,65,52,13,50,43,7,15,9,6
24,000,STATE - GUJARAT,38,383,3830,Materials recovery,317,191,126,15,15,0,302,176,126,59,8,51,6,6,0,53,2,51
24,000,STATE - GUJARAT,39,390,3900,Remediation activities and other waste management services,6,3,3,0,0,0,6,3,3,2,0,2,0,0,0,2,0,2
24,000,STATE - GUJARAT,41,410,4100,Construction of buildings,94667,86387,8280,33722,31697,2025,60945,54690,6255,10801,7991,2810,4253,2984,1269,6548,5007,1541
24,000,STATE - GUJARAT,42,421,4210,Construction roads and railways,3433,2999,434,1050,906,144,2383,2093,290,343,238,105,164,114,50,179,124,55
24,000,STATE - GUJARAT,42,422,4220,Construction of utility projects,1159,1098,61,472,446,26,687,652,35,77,48,29,34,10,24,43,38,5
24,000,STATE - GUJARAT,42,429,4290,Construction of other civil engineering projects,233,199,34,100,74,26,133,125,8,29,17,12,20,8,12,9,9,0
24,000,STATE - GUJARAT,43,431,4311,Demolition,103,103,0,42,42,0,61,61,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,43,431,4312,Site preparation,28663,24918,3745,6843,5682,1161,21820,19236,2584,5548,4064,1484,2562,1769,793,2986,2295,691
24,000,STATE - GUJARAT,43,432,4321,Electrical installation,3060,3007,53,815,799,16,2245,2208,37,264,264,0,111,111,0,153,153,0
24,000,STATE - GUJARAT,43,432,4322,"Plumbing, heat and air-conditioning installation",5455,5364,91,632,626,6,4823,4738,85,334,328,6,104,104,0,230,224,6
24,000,STATE - GUJARAT,43,432,4329,Other construction installation,1030,884,146,375,329,46,655,555,100,300,251,49,132,104,28,168,147,21
24,000,STATE - GUJARAT,43,433,4330,Building completion and finishing,6613,6479,134,1495,1484,11,5118,4995,123,722,673,49,182,176,6,540,497,43
24,000,STATE - GUJARAT,45,451,4510,Sale of motor vehicles,982,922,60,183,163,20,799,759,40,46,40,6,0,0,0,46,40,6
24,000,STATE - GUJARAT,45,452,4520,Maintenance and repair of motor vehicles,3388,3315,73,991,969,22,2397,2346,51,284,278,6,117,117,0,167,161,6
24,000,STATE - GUJARAT,45,453,4530,Sale of motor vehicle parts and accessories,438,417,21,56,50,6,382,367,15,14,14,0,0,0,0,14,14,0
24,000,STATE - GUJARAT,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and",931,907,24,281,281,0,650,626,24,81,76,5,19,19,0,62,57,5
24,000,STATE - GUJARAT,46,461,4610,Wholesale on a fee or contract basis,267,259,8,63,63,0,204,196,8,11,11,0,0,0,0,11,11,0
24,000,STATE - GUJARAT,46,462,4620,Wholesale of agricultural raw materials and live animals,949,898,51,272,270,2,677,628,49,70,64,6,16,16,0,54,48,6
24,000,STATE - GUJARAT,46,463,4630,"Wholesale of food, beverages and tobacco",1984,1558,426,133,131,2,1851,1427,424,231,111,120,18,16,2,213,95,118
24,000,STATE - GUJARAT,46,464,4641,"Wholesale of textiles, clothing and footwear",1310,1227,83,30,28,2,1280,1199,81,48,34,14,2,0,2,46,34,12
24,000,STATE - GUJARAT,46,464,4649,Wholesale of other household goods,280,266,14,18,18,0,262,248,14,27,24,3,12,12,0,15,12,3
24,000,STATE - GUJARAT,46,465,4651,"Wholesale of computers, computer peripheral equipment and software",9,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,50,50,0,6,6,0,44,44,0,2,2,0,0,0,0,2,2,0
24,000,STATE - GUJARAT,46,465,4653,"Wholesale of agricultural machinery, equipment and supplies",17,14,3,0,0,0,17,14,3,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,46,465,4659,Wholesale of other machinery and equipment,448,431,17,50,46,4,398,385,13,19,16,3,6,6,0,13,10,3
24,000,STATE - GUJARAT,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",86,83,3,62,62,0,24,21,3,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,46,466,4662,Wholesale of metals and metal ores,30,30,0,1,1,0,29,29,0,6,6,0,0,0,0,6,6,0
24,000,STATE - GUJARAT,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating",86,84,2,8,8,0,78,76,2,2,2,0,0,0,0,2,2,0
24,000,STATE - GUJARAT,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,1219,1093,126,123,103,20,1096,990,106,84,54,30,3,2,1,81,52,29
24,000,STATE - GUJARAT,46,469,4690,Non-specialized wholesale trade,1735,1626,109,226,224,2,1509,1402,107,159,126,33,20,20,0,139,106,33
24,000,STATE - GUJARAT,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco",218,199,19,39,39,0,179,160,19,20,18,2,4,2,2,16,16,0
24,000,STATE - GUJARAT,47,471,4719,Other retail sale in non-specialized stores,3544,3203,341,611,595,16,2933,2608,325,278,218,60,75,58,17,203,160,43
24,000,STATE - GUJARAT,47,472,4721,Retail sale of food in specialized stores,8923,7958,965,2588,2450,138,6335,5508,827,815,537,278,241,136,105,574,401,173
24,000,STATE - GUJARAT,47,472,4722,Retail sale of beverages in specialized stores,181,175,6,20,20,0,161,155,6,11,6,5,6,6,0,5,0,5
24,000,STATE - GUJARAT,47,472,4723,Retail sale of tobacco products in specialized stores,281,265,16,97,89,8,184,176,8,24,24,0,3,3,0,21,21,0
24,000,STATE - GUJARAT,47,473,4730,Retail sale of automotive fuel in specialized stores,1335,1308,27,352,349,3,983,959,24,79,76,3,25,25,0,54,51,3
24,000,STATE - GUJARAT,47,474,4741,"Retail sale of computers, peripheral units, software and",1096,1048,48,190,190,0,906,858,48,73,73,0,25,25,0,48,48,0
24,000,STATE - GUJARAT,47,474,4742,Retail sale of audio and video equipment in specialized stores,41,41,0,6,6,0,35,35,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,47,475,4751,Retail sale of textiles in specialized stores,2141,2022,119,202,196,6,1939,1826,113,143,131,12,47,46,1,96,85,11
24,000,STATE - GUJARAT,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",901,859,42,141,141,0,760,718,42,29,21,8,2,2,0,27,19,8
24,000,STATE - GUJARAT,47,475,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized",12,12,0,0,0,0,12,12,0,4,2,2,0,0,0,4,2,2
24,000,STATE - GUJARAT,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting",2941,2738,203,563,531,32,2378,2207,171,144,127,17,27,25,2,117,102,15
24,000,STATE - GUJARAT,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",663,625,38,116,114,2,547,511,36,54,47,7,27,20,7,27,27,0
24,000,STATE - GUJARAT,47,476,4762,Retail sale of music and video recordings in specialized stores,9,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
24,000,STATE - GUJARAT,47,476,4763,Retail sale of sporting equipment in specialized stores,66,63,3,21,21,0,45,42,3,10,10,0,4,4,0,6,6,0
24,000,STATE - GUJARAT,47,476,4764,Retail sale of games and toys in specialized stores,89,80,9,18,12,6,71,68,3,3,0,3,0,0,0,3,0,3
24,000,STATE - GUJARAT,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized",3674,3403,271,485,459,26,3189,2944,245,193,161,32,39,29,10,154,132,22
